All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Exchange Country [Primary Listing] [Target/Issuer],Exchange Country [Secondary Listings] [Target/Issuer]
05/09/2016,Cronos Group Inc. (TSX:CRON),TSX:CRON,Private Placement,Closed, 6.0 ,"Chesapeake Partners Management Co., Inc.",-,IQTR336023666,Health Care (Primary),Canada (Primary),"Cronos Group Inc., formerly known as PharmaCan Capital Corp., is a principal investment firm. The firm seeks to invest in companies either licensed, or actively seeking a license, to produce medical marijuana pursuant to Canada’s Marihuana for Medical Purposes Regulations (“MMPR”). The firm typically invests in companies based in Canada. The firm is primarily an equity investor, may also advance debt as appropriate. It seeks to make minority investments with appropriate governance and shareholder rights. The firm seeks board representation consistent with the size of the investment, but does not need control. Cronos Group Inc. was incorporated in January, 2013 and is based in Toronto, Canada with an additional office in in Toronto, Canada.","TSX:CRON
Company: Cronos Group Inc.
(IQT266973677) - Canada",-
05/05/2016,Eyecarrot Innovations Corp. (TSXV:EYC),TSXV:EYC,Private Placement,Closed, 1.62 ,-,-,IQTR334452375,Health Care (Primary),Canada (Primary),"Eyecarrot Innovations Corp. develops and commercializes visual and neuro-cognitive processing products, and hardware and software for diagnosing and remediating visual perception disorders. The company’s products include Binovi Touch, a tool for vision therapy and vision training; Binovi Pro, which allows doctors/trainers to manage various aspects of patient/athlete’s vision training regimens, track progress, and plan and assign protocols; Binovi Coach, a tool that allows users to complete their assigned activities through clear multimedia guidance; and Binovi Academy, an educational hub. The company was formerly known as Nanton Nickel Corp. and changed its name to Eyecarrot Innovations Corp. in June 2015. Eyecarrot Innovations Corp. is based in Oakville, Canada.","TSXV:EYC
Company: Eyecarrot Innovations Corp.
(IQT202354752) - Canada",-
05/04/2016,Liminal BioSciences Inc. (TSX:LMNL),TSX:LMNL,Public Offering,Closed, 60.14 ,-,-,IQTR335769091,Health Care (Primary),Canada (Primary),"Liminal BioSciences Inc. operates as a biopharmaceutical company with two drug discovery platforms that focuses on unmet medical needs. It operates through three segments: Small Molecule Therapeutics, Plasma Derived Therapeutics, and Bioseparations. The Small Molecule Therapeutics segment’s lead product candidate is PBI-4050, which targets unmet medical needs, such as the treatment of idiopathic pulmonary fibrosis, Alström syndrome, and other fibrotic indications. The Plasma Derived Therapeutics segment provides Plasma Protein Purification System, a multi-product sequential purification process for the extraction and purification of therapeutic proteins from human plasma. It also engages in developing Ryplazim for the treatment of congenital plasminogen deficiency. The Bioseparations segment develops and manufactures affinity absorbents and Mimetic Ligand purification platform that are used by pharmaceutical and medical companies for extraction and purification manufacturing processes. In addition, it develops processes to recover and purify various other proteins from plasma, including intravenous immunoglobulin, inter-alpha-inhibitor-proteins, fibrinogen, alpha1 antitrypsin, and C1 esterase inhibitor. The company was formerly known as Prometic Life Sciences Inc. and changed its name to Liminal BioSciences Inc. in October 2019. Liminal BioSciences Inc. was incorporated in 1994 and is headquartered in Laval, Canada.","TSX:LMNL
Company: Liminal BioSciences Inc.
(IQT2640774) - Canada",-
05/02/2016,Premier Diversified Holdings Inc. (TSXV:PDH),TSXV:PDH,Private Placement,Closed, 1.02 ,Corner Market Capital Corporation,-,IQTR333582723,Health Care (Primary),Canada (Primary),"Premier Diversified Holdings Inc., through its subsidiaries, designs, finances, and operates medical diagnostic imaging centers in Canada. It operates through two segments, Investments and Operation of Diagnostic Centers. The company’s medical diagnostic imaging centers provide positron emission technology/computed tomography (PET-CT) scans. It operates PET-CT diagnostic scanning center in Burnaby, British Columbia. The company is headquartered in Burnaby, Canada.","TSXV:PDH
Company: Premier Diversified Holdings Inc.
(IQT246518802) - Canada",-
04/25/2016,Acerus Pharmaceuticals Corporation (TSX:ASP),TSX:ASP,Private Placement,Closed, 2.53 ,"Aytu BioScience, Inc. (NasdaqCM:AYTU)",-,IQTR331916268,Health Care (Primary),Canada (Primary),"Acerus Pharmaceuticals Corporation, a specialty pharmaceutical company, focuses on the development, manufacture, marketing, and distribution of pharmaceutical products for men’s and women’s health. The company offers Natesto, a nasal gel for testosterone replacement therapy in adult males diagnosed with hypogonadism; Estrace, an oral tablet for the symptomatic relief of menopausal symptoms; and UriVarx, a natural health product that helps reduce symptoms of hyperactive bladder, such as daytime urinary frequency, urgency, and nocturia. It also engages in developing Lidbree, a short acting lidocaine formulation delivered through a proprietary device into the vaginal mucosal tissue; Stendra, a PDE5 inhibitor for the treatment of erectile dysfunction; Elegant vaginal moisturizer, which provides comfort to women suffering from vaginal dryness; and Elegant pH, a pH balanced vaginal product; Gynoflor, an ultra-low dose vaginal estrogen combined with a probiotic for the treatment of vaginal atrophy, restoration of vaginal flora, and treatment of certain vaginal infections; and Tefina, a clinical stage product for women with female sexual dysfunction. Acerus Pharmaceuticals Corporation sells products through its salesforce in Canada; and through a network of licensed distributors in the United States and internationally. The company was formerly known as Trimel Pharmaceuticals Corporation and changed its name to Acerus Pharmaceuticals Corporation in September 2015. Acerus Pharmaceuticals Corporation was founded in 2008 and is headquartered in Mississauga, Canada.","TSX:ASP
Company: Acerus Pharmaceuticals Corporation
(IQT137641837) - Canada",-
04/25/2016,Med BioGene Inc. (TSXV:MBI.H),TSXV:MBI.H,Private Placement,Closed, 0.05 ,-,-,IQTR338323984,Health Care (Primary),Canada (Primary),"Med BioGene Inc., a life science company, focuses on the development and commercialization of genomic-based clinical tests for cancer. Its product is the GeneFx Lung, which tests early-stage non-small-cell lung cancer that assists in identifying patients for adjuvant chemotherapy. Med BioGene Inc. has a collaboration agreement with the University Health Network in Toronto. The company was founded in 2002 and is headquartered in Vancouver, Canada.","TSXV:MBI.H
Company: Med BioGene Inc.
(IQT27127728) - Canada",-
04/22/2016,BriaCell Therapeutics Corp. (TSXV:BCT),TSXV:BCT,Private Placement,Closed, 1.28 ,-,-,IQTR331750456,Health Care (Primary),Canada (Primary),"BriaCell Therapeutics Corp., an immuno-oncology focused biotechnology company, engages in developing approaches for the management of cancer. The company, in collaboration with Incyte Corp., is conducting a Phase I/IIa clinical trial of Bria-IMT, its lead candidate, in a combination study with Incyte drugs, INCMGA00012 and epacadostat, in advanced breast cancer. It also develops Bria-OTS, an off-the-shelf personalized immunotherapy, for advanced breast cancer. The company was incorporated in 2006 and is headquartered in West Vancouver, Canada.","TSXV:BCT
Company: BriaCell Therapeutics Corp.
(IQT29557279) - Canada",-
04/20/2016,Hemostemix Inc. (TSXV:HEM),TSXV:HEM,Private Placement,Closed, 1.64 ,Drive Capital Corporation,-,IQTR331610243,Health Care (Primary),Canada (Primary),"Hemostemix Inc., a clinical-stage biotechnology company, develops, manufactures, and commercializes blood-derived cell therapies for medical conditions. It develops cell therapy products from the patient’s own blood, a relatively non-invasive source of therapeutic cells. The company’s lead product is ACP-01, an autologous cell therapy for the treatment of critical limb ischemia, which is in Phase II clinical trial in Canada and the United States. It is also developing various types of cells products, such as synergetic cell populations, myocardial cell precursors, and neural cell precursors. Hemostemix Inc. is headquartered in Calgary, Canada.","TSXV:HEM
Company: Hemostemix Inc.
(IQT278407492) - Canada",-
04/18/2016,Sienna Senior Living Inc. (TSX:SIA),TSX:SIA,Public Offering,Closed, 120.3 ,-,-,IQTR331423668,Health Care (Primary),Canada (Primary),"Sienna Senior Living Inc., through its subsidiaries, provides senior housing and long-term care (LTC) services in Canada. It operates through LTC and Retirement segments. The company offers a range of seniors’ living options, including independent and assisted living, memory care, long-term care, and specialized programs and services, as well as provides management services. As of December 31, 2018, it owned and operated a total of 70 seniors’ living residences comprising 27 retirement residences, 35 LTC residences, and 8 seniors’ living residences. The company was formerly known as Leisureworld Senior Care Corporation and changed its name to Sienna Senior Living Inc. in May 2015. Sienna Senior Living Inc. was founded in 1972 and is headquartered in Markham, Canada.","TSX:SIA
Company: Sienna Senior Living Inc.
(IQT99930472) - Canada",-
04/15/2016,Helix BioPharma Corp. (TSX:HBP),TSX:HBP,Private Placement,Closed, 4.7 ,-,-,IQTR331301330,Health Care (Primary),Canada (Primary),"Helix BioPharma Corp., an immune-oncology company, focuses on the development of cancer drugs in Canada. It is developing L-DOS47 for the treatment of non-squamous small cell lung cancer; V-DOS47 that targets the vascular epithelial growth factor receptor 2; and chimeric antigen receptor T-cell (CAR-T) therapeutic for the treatment of hematological and solid tumors. Helix BioPharma Corp. has collaboration agreements with Moffitt Cancer Center to investigate the pharmacodynamics of L-DOS47 and determine the benefits of combining L-DOS47 with immune checkpoint inhibitors; and with ProMab Biotechnologies, Inc. to develop novel antibody and chimeric antigen receptor T-cell therapy for hematological malignancies, as well as a collaborative research agreement with Affilogic to assess proprietary anti-tumor targeting agents in combination with DOS47. The company is headquartered in Richmond Hill, Canada.","TSX:HBP
Company: Helix BioPharma Corp.
(IQT2618189) - Canada",-
