Deal ID,Company Name,Deal Date,Deal Type,Deal Type 2,Deal Size,Post Valuation,Deal Synopsis,Deal Status,Financing Status,Business Status,Investors,Primary Industry Code,Verticals,Description,HQ Location,Company Website,PitchBook Link
73034-29T,Zenith Capital,16-May-2016,Early Stage VC,,24.60,,"The company raised $24.6 million of venture funding from Eastern Capital on May 16, 2016.",Completed,Venture Capital-Backed,Generating Revenue,Eastern Capital (Pakistan),Drug Discovery,Life Sciences,"Provider of a clinical stage biotechnology designed to develop epigenetics drugs. The company's biotechnology offers a broad and deep drug discovery platform that develops orally active, small molecules and integrates structural biology, modeling, medicinal chemistry with biochemical and cell-based assays, enabling users to secure intellectual property around novel compounds and their analogs.","Calgary, Canada",www.zenithepigenetics.com,View company online
69094-81T,DalCor Pharmaceuticals,13-May-2016,Early Stage VC,Series B,100.24,,"The company raised CAD 127.93 million of Series B venture funding from lead investor Sanderling Ventures and Andre Desmarais on May 13, 2016. Caisse de dépôt et placement du Québec, Fonds de solidarité FTQ, CTI Life Sciences Fund and other undisclosed investors also participated in this round. The company will use the proceeds to fund a Phase 3 clinical trial of dalcetrapib, a CETP inhibitor, in patients who have recently experienced Acute Coronary Syndrome (ACS).",Completed,Venture Capital-Backed,Clinical Trials - Phase 3,"Andre Desmarais(Andre Desmarais), Caisse de dépôt et placement du Québec(Stéphane Etroy), CTI Life Sciences Fund, Fonds de solidarité FTQ(Alain Denis), Sanderling Ventures(Robert McNeil)",Biotechnology,"Life Sciences, Oncology","Developer of precision medicine intended to cure cardiovascular diseases. The company's products integrate clinical, biologic and genetic insights to reduce cardiovascular events in a genetically distinct subset of patients by genetically targeting patients.","Montreal, Canada",www.dalcorpharma.com,View company online
72507-70T,AIRO Health,12-May-2016,Early Stage VC,,,,"The company raised an undisclosed amount of venture funding from FundersClub on May 12, 2016.",Completed,Venture Capital-Backed,Startup,FundersClub,Monitoring Equipment,"Digital Health, HealthTech, TMT, Wearables & Quantified Self","Developer of a sensor-based health monitoring wristband designed to monitor nutrition, stress, exercise and sleep. The company's product Stress Tracker is an armband that uses different wavelengths of light to automatically detect and monitor nutrition intake, stress patterns, physical exertion, heart rate and distinct sleep cycles as well as passively tracks the changes in nervous system to calculate stress levels, enabling users to learn how their body responds to digestion, exercise and sleep.","Kitchener, Canada",www.airohealth.com,View company online
88696-36T,Ubiquitech,12-May-2016,Accelerator/Incubator,,,,"The company joined JLabs on May 12, 2016.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Drug Discovery,"Life Sciences, Oncology","Operator of a drug discovery company created to identify and develop cancer therapies. The company develops a molecule capable of interfering with disease-causing microorganisms and stop their spread in humans, plants and animals enabling physicians to reduce mortality rate in cancer.","Toronto, Canada",,View company online
95977-81T,App4Independence,11-May-2016,Accelerator/Incubator,,,,"The company joined JLABS on May 11, 2016.",Completed,Accelerator/Incubator Backed,Startup,JLABS(Melinda Richter),Application Software,"Artificial Intelligence & Machine Learning, Big Data, Mobile, TMT","Developer of a healthcare assistance application designed to help patients with schizophrenia and psychosis and their care providers better manage symptoms. The company's application is based on evidence-based content and combines personalization algorithms and machine learning to help patients prepare for everyday tasks and can be set up to provide reminders and a feed with evidence-based and peer-to-peer support, enabling patients with schizophrenia and psychosis to enhance treatment engagement and quality of life, thereby improving self-sufficiency by handling mental health challenges.","Toronto, Canada",,View company online
105088-33T,Ardra Bio,11-May-2016,Accelerator/Incubator,,,,"The company joined JLABS on May 11, 2016.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Biotechnology,Life Sciences,"Owner and operator of a synthetic biology startup intended to produce specialty chemicals from natural ingredients. The company's chemicals are made using computational algorithms to identify new pathways to make chemicals from renewable feedstock and also using high-throughput enzyme screening and model-guided metabolic engineering to develop novel biocatalysts for production of chemicals from renewable feedstocks, enabling flavour and fragrance, and cosmetics industries to use natural ingredients at reduce production cost, steady supply and without seasonal variation.","Toronto, Canada",www.ardrabio.com,View company online
97017-67T,Biotagenics,11-May-2016,Accelerator/Incubator,,,,"The company joined JLABS as a part of its Toronto Batch on May 11, 2016.",Completed,Accelerator/Incubator Backed,Generating Revenue,JLABS(Melinda Richter),Diagnostic Equipment,Life Sciences,"Developer of a microbiomics platform designed to manage and treat intestinal diseases. The company's platform utilizes clinical correlative data as well as metagenomic and metaproteomic analyses of patient samples to develop therapeutics and companion diagnostics, enabling physicians to treat diseases associated with microbiota dysbiosis, mainly inflammatory bowel disease.","Toronto, Canada",www.biotagenics.com,View company online
96447-07T,Immune Biosolutions,11-May-2016,Accelerator/Incubator,,,,"The company joined JLABS ob Nay 11, 2016.",Completed,Accelerator/Incubator Backed,Generating Revenue,JLABS,Biotechnology,Life Sciences,"Owner and operator of an innovative biotechnology company intended to design and develop chicken antibodies. The company's research focuses on creating the right polyclonal and recombinant chicken antibodies as research and diagnostic tools, nutraceuticals and antibody-based drugs, enabling its clients to explore and resolve important worldwide health issues.","Sherbrooke, Canada",www.ibiosolutions.com,View company online
96029-92T,KalGene Pharmaceuticals,11-May-2016,Accelerator/Incubator,,,,"The company joined JLABS as a part of its first JLABS@Toronto Batch on May 11, 2016.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Biotechnology,Life Sciences,"Developer of precision medicine therapeutics created to slow the progression of Alzheimer's disease. The company's therapeutic programs are aimed at improving clinical and survival outcomes through the use of personalized medicine, enabling physicians to deliver more effective therapeutics that will significantly alleviate patient suffering during treatment as well as improve overall quality of life.","Kingston, Canada",www.kalgene.com,View company online
101144-17T,Nicoya Lifesciences,11-May-2016,Accelerator/Incubator,,,,The company joined the University of Waterloo Velocity as part of the 2016 class.,Completed,Accelerator/Incubator Backed,Generating Revenue,University of Waterloo Velocity,Discovery Tools (Healthcare),"Life Sciences, Nanotechnology, TMT","Developer of a biosensor platform designed to bring high-quality sensor products with unique, innovative designs to market. The company's biosensor platform leverages nanotechnology to develop sensor products that aids in academic research, teaching and commercial research, enabling the biotechnology, life-sciences and healthcare industry to reduce the cost and complexity of scientific instruments, making them accessible to everyone.","Kitchener, Canada",www.nicoyalife.com,View company online
77500-00T,Proteorex Therapeutics,11-May-2016,Accelerator/Incubator,,,,"The company joined JLabs on May 11, 2016.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Biotechnology,"Life Sciences, Oncology","Provider of a biotechnology platform created to develop oncology drugs. The company develops oncology drugs using protein-protein interactions (PPIs) between chemical molecule peptides via its proprietary biotechnology platform, enabling physicians and researchers to rapidly and cost-effectively unlock previously undruggable targets.","Toronto, Canada",www.proteorex.com,View company online
